mode	unit	index	question	answer	options	unitLabel	passageTitle
SOCIAL_6_U06	室町時代	23	室町時代の 村で 惣が つくられた 理由として 近い ものは？	村の ことを 自分たちで 決めるため	村の ことを 自分たちで 決めるため | 幕府を なくすためだけ | 海を 広げるため | 寺を 壊すため		
SOCIAL_6_U06	室町時代	24	惣で 村人が 話し合った こととして 近い ものは？	用水や 年貢の こと	用水や 年貢の こと | 月の 形だけ | 飛行機の 時刻 | テレビ番組		
SOCIAL_6_U06	室町時代	25	室町時代に 一揆が 起きた 背景として 近い ものは？	農民や 武士が 要求を まとめたから	農民や 武士が 要求を まとめたから | 選挙が あったから | 工場が ふえたから | 鎖国したから		
SOCIAL_6_U06	室町時代	26	正長の土一揆で 人々が 求めた ことは？	借金の 帳消し	借金の 帳消し | 国会の 開設 | 鎖国の 完成 | 鉄道の 建設		
SOCIAL_6_U06	室町時代	27	応仁の乱が 長く 続いた 結果として 近い ものは？	京都が 荒れ 幕府の 力が 弱まった	京都が 荒れ 幕府の 力が 弱まった | 奈良時代が 始まった | 鎖国が 完成した | 国会が 開かれた		
SOCIAL_6_U06	室町時代	28	下剋上とは どんな こと？	下の 立場の 者が 上の 者を たおすこと	下の 立場の 者が 上の 者を たおすこと | 寺で 祈ること | 米を 作ること | 外国と 貿易すること		
SOCIAL_6_U06	室町時代	29	戦国大名が 現れた 理由として 近い ものは？	地方で 強い 武士が 力を もったから	地方で 強い 武士が 力を もったから | 天皇が すべて 任命したから | 国会が 作ったから | 鎖国が 始まったから		
SOCIAL_6_U06	室町時代	30	守護大名と 戦国大名の ちがいとして 近い ものは？	戦国大名は 実力で 地域を 支配した	戦国大名は 実力で 地域を 支配した | 戦国大名は 農民だけだった | 守護大名は 近代の 首相だった | どちらも 外国人だった		
SOCIAL_6_U06	室町時代	31	室町時代に 農業が 発達した 例として 正しい ものは？	二毛作が 広がった	二毛作が 広がった | トラクターが 広がった | 化学工場が できた | 水田が なくなった		
SOCIAL_6_U06	室町時代	32	室町時代の 農村で 用水を 管理する ことが 大切だった 理由は？	米づくりに 水が 必要だから	米づくりに 水が 必要だから | 船を 作るため | 城を 燃やすため | 月を 見るため		
SOCIAL_6_U06	室町時代	33	室町時代に 定期市が 広がった ことは 何の 発達を 示す？	商業	商業 | 宇宙開発 | 国会政治 | 飛行機		
SOCIAL_6_U06	室町時代	34	室町時代に 貨幣が 使われる ように なった ことから わかる ことは？	売買が さかんに なった	売買が さかんに なった | 人が いなくなった | 農業が 消えた | 海が なくなった		
SOCIAL_6_U06	室町時代	35	室町時代に 馬借や 問丸が 活躍した 分野は？	物の 運送や 取引	物の 運送や 取引 | 国会の 選挙 | 工場の 機械作り | 宇宙観測		
SOCIAL_6_U06	室町時代	36	室町時代の 北山文化を 代表する 建物は？	金閣	金閣 | 銀閣 | 法隆寺 | 平等院鳳凰堂		
SOCIAL_6_U06	室町時代	37	室町時代の 東山文化を 代表する 建物は？	銀閣	銀閣 | 金閣 | 東大寺大仏殿 | 姫路城		
SOCIAL_6_U06	室町時代	38	北山文化の 特色として 近い ものは？	公家と 武家の 文化が まざる	公家と 武家の 文化が まざる | 町人文化だけ | 明治の 西洋文化 | 縄文土器だけ		
SOCIAL_6_U06	室町時代	39	東山文化の 特色として 近い ものは？	わび・さびを 大切に する	わび・さびを 大切に する | 工場の 文化 | テレビの 文化 | かりだけの 文化		
SOCIAL_6_U06	室町時代	40	書院造が 後の 住まいに 影響した ところは？	たたみや ゆかの間の ある つくり	たたみや ゆかの間の ある つくり | 高層ビルの つくり | 電車の 形 | 工場の 機械		
SOCIAL_6_U06	室町時代	41	水墨画を 大成した 人物として 知られる のは？	雪舟	雪舟 | 聖武天皇 | 徳川家光 | ペリー		
SOCIAL_6_U06	室町時代	42	能を 大成した 親子として 知られる のは？	観阿弥・世阿弥	観阿弥・世阿弥 | 源頼朝・北条政子 | 信長・秀吉 | 伊藤博文・板垣退助		
SOCIAL_6_U06	室町時代	43	狂言は 能と ともに 発達した どんな 芸能？	こっけいな 会話を 中心にした 芸能	こっけいな 会話を 中心にした 芸能 | 近代の 映画 | 新聞記事 | 選挙の 演説		
SOCIAL_6_U06	室町時代	44	室町時代に 茶の湯が 発達した ことは 何と 関係が 深い？	人と 人の 交流や 文化	人と 人の 交流や 文化 | 鉄道の 発達 | 工場の 発達 | 宇宙開発		
SOCIAL_6_U06	室町時代	45	室町時代に 生け花が 発達した ことから わかる ことは？	生活の 中の 美を 大切に した	生活の 中の 美を 大切に した | 農業が なくなった | 政治が なくなった | 外国と 交流しなかった		
SOCIAL_6_U06	室町時代	46	室町時代の 文化が 今にも 残っている 例として よい ものは？	茶の湯や 生け花	茶の湯や 生け花 | テレビだけ | 自動車だけ | スマートフォンだけ		
SOCIAL_6_U06	室町時代	47	室町時代を 年表で 見る とき、応仁の乱の 後に 注意する ことは？	戦国時代へ 進む 流れ	戦国時代へ 進む 流れ | 奈良時代へ もどる 流れ | 江戸幕府の 終わり | 明治維新		
SOCIAL_6_U06	室町時代	48	室町時代の 学習で 政治と 文化を つなげて 見る 理由は？	幕府の 動きと 文化の 発達が 同じ 時代に あるから	幕府の 動きと 文化の 発達が 同じ 時代に あるから | 文化は 歴史に 関係ないから | 政治だけ 覚えれば よいから | 地図を 使わないから		
SOCIAL_6_U06	室町時代	49	室町時代の まとめとして 正しい ものは？	幕府の 政治、村の 自治、文化の 発達が 見られた	幕府の 政治、村の 自治、文化の 発達が 見られた | 国会と 内閣が 中心だった | 鎖国が 完成した | 工場制機械工業が 始まった		
SOCIAL_6_U07	安土桃山時代	0	安土桃山時代に 全国統一を 進めた 人として 正しい 組み合わせは？	織田信長と 豊臣秀吉	織田信長と 豊臣秀吉 | 源頼朝と 北条時宗 | 徳川家康と 足利尊氏 | 聖武天皇と 聖徳太子		
SOCIAL_6_U07	安土桃山時代	1	豊臣秀吉が 行った 土地の 調査を？	太閤検地	太閤検地 | 班田収授法 | 墾田永年私財法 | 廃藩置県		
SOCIAL_6_U07	安土桃山時代	2	織田信長が 進めた 商業の 政策を？	楽市・楽座	楽市・楽座 | 鎖国 | 参勤交代 | 地租改正		
SOCIAL_6_U07	安土桃山時代	3	織田信長の 城として 有名なのは？	安土城	安土城 | 姫路城 | 江戸城 | 熊本城		
SOCIAL_6_U07	安土桃山時代	4	豊臣秀吉が 行った 兵農分離の 政策を？	刀狩	刀狩 | 廃藩置県 | 学制 | 徴兵令		
SOCIAL_6_U07	安土桃山時代	5	安土桃山時代に 広まった 貿易を？	南蛮貿易	南蛮貿易 | 日明貿易 | 鎖国 | 遣唐使		
SOCIAL_6_U07	安土桃山時代	6	キリスト教を 日本に 伝えた 人として 有名なのは？	フランシスコ・ザビエル	フランシスコ・ザビエル | マルコ・ポーロ | ペリー | コロンブス		
SOCIAL_6_U07	安土桃山時代	7	この 時代の 文化を 何文化という？	桃山文化	桃山文化 | 国風文化 | 天平文化 | 化政文化		
SOCIAL_6_U07	安土桃山時代	8	桃山文化の 特ちょうとして 近い ものは？	豪華で はで	豪華で はで | とても 質素 | 工場的 | 電気的		
SOCIAL_6_U07	安土桃山時代	9	全国統一が 進む と どうなった ことが 多い？	大きな 戦が へった	大きな 戦が へった | 海が 消えた | 月が 近づいた | 山が なくなった		
SOCIAL_6_U07	安土桃山時代	10	安土桃山時代を 学ぶ 理由として よい ものは？	全国統一までの 流れを 知るため	全国統一までの 流れを 知るため | 電流を 覚えるため | 工業を 学ぶため | 星座を 覚えるため		
SOCIAL_6_U07	安土桃山時代	11	南蛮貿易で 入ってきた ものとして 近い ものは？	鉄砲	鉄砲 | 新幹線 | テレビ | 自動車		
SOCIAL_6_U07	安土桃山時代	12	刀狩が 行われた 理由として 近い ものは？	一揆を おさえるため	一揆を おさえるため | 魚を とるため | 山を 守るため | 川を とめるため		
SOCIAL_6_U07	安土桃山時代	13	太閤検地の 目的として 近い ものは？	土地と 年貢を はっきりさせるため	土地と 年貢を はっきりさせるため | 月を 見やすくするため | 海を へらすため | 山を 高くするため		
SOCIAL_6_U07	安土桃山時代	14	安土桃山時代の 次に 本格的に 始まる 時代は？	江戸時代	江戸時代 | 奈良時代 | 昭和時代 | 平安時代		
SOCIAL_6_U07	安土桃山時代	15	この 時代の 特色として 正しい ものは？	戦国の 終わりと 全国統一	戦国の 終わりと 全国統一 | 国会中心の 政治 | 貴族中心の 政治 | 鎖国の 完成		
SOCIAL_6_U07	安土桃山時代	16	信長や 秀吉の 政策に 共通する ことは？	国を まとめようと した	国を まとめようと した | 海を なくした | 月を 動かした | 電気を つくった		
SOCIAL_6_U07	安土桃山時代	17	安土桃山時代を 学ぶ と わかる こととして よい ものは？	戦国から 統一へ 進んだ	戦国から 統一へ 進んだ | 歴史は 変わらない | 工場中心だった | 国会が あった		
SOCIAL_6_U07	安土桃山時代	18	豊臣秀吉が 朝鮮へ 出兵した できごとを？	文禄・慶長の役	文禄・慶長の役 | 元寇 | 応仁の乱 | 西南戦争		
SOCIAL_6_U07	安土桃山時代	19	安土桃山時代の 文化を 知る 手がかりとして よい ものは？	城や 障壁画	城や 障壁画 | テレビ番組 | 飛行機 | 電気製品		
SOCIAL_6_U07	安土桃山時代	20	織田信長が 戦国大名として 力を のばした ころの 特色は？	各地で 戦国大名が 争っていた	各地で 戦国大名が 争っていた | 国会で 話し合っていた | 鎖国が 完成していた | 工場が 中心だった		
SOCIAL_6_U07	安土桃山時代	21	織田信長が 今川義元を 破った 戦いとして 知られる のは？	桶狭間の戦い	桶狭間の戦い | 関ヶ原の戦い | 壇ノ浦の戦い | 西南戦争		
SOCIAL_6_U07	安土桃山時代	22	長篠の戦いで 織田信長が 効果的に 使った 武器は？	鉄砲	鉄砲 | 弓だけ | 大砲だけ | 飛行機		
SOCIAL_6_U07	安土桃山時代	23	鉄砲が 戦国時代の 戦いに 与えた えいきょうは？	戦い方を 変えた	戦い方を 変えた | 戦いを すぐ なくした | 農業を なくした | 海を なくした		
SOCIAL_6_U07	安土桃山時代	24	織田信長が 比叡山延暦寺を 攻めた ことから わかる ことは？	宗教勢力にも 強く 向かった	宗教勢力にも 強く 向かった | 寺を すべて 守った | 政治に 関心が なかった | 外国だけを 支配した		
SOCIAL_6_U07	安土桃山時代	25	楽市・楽座で 期待された 効果は？	商人が 自由に 商売しやすくなる	商人が 自由に 商売しやすくなる | 農民が 米を 作れなくなる | 外国人が 来なくなる | 城が なくなる		
SOCIAL_6_U07	安土桃山時代	26	安土城が 建てられた 目的として 近い ものは？	力を 示し 政治の 中心に するため	力を 示し 政治の 中心に するため | 米を しまう だけ | 寺として 使うため | 学校に するため		
SOCIAL_6_U07	安土桃山時代	27	本能寺の変で たおれた 人物は？	織田信長	織田信長 | 豊臣秀吉 | 徳川家康 | 源頼朝		
SOCIAL_6_U07	安土桃山時代	28	豊臣秀吉が 全国統一を 進める ときに たおした 関東の 大名は？	北条氏	北条氏 | 足利氏 | 藤原氏 | 平氏		
SOCIAL_6_U07	安土桃山時代	29	豊臣秀吉が 全国統一を ほぼ 完成させた 年として 学ぶ ことが 多い のは？	1590年	1590年 | 1192年 | 710年 | 1868年		
SOCIAL_6_U07	安土桃山時代	30	太閤検地で 調べた こととして 正しい ものは？	田畑の 広さや 取れ高	田畑の 広さや 取れ高 | 星の 数 | 海の 深さだけ | 工場の 機械		
SOCIAL_6_U07	安土桃山時代	31	太閤検地で 石高を はっきりさせた 理由は？	年貢や 大名の 力を 数で 示すため	年貢や 大名の 力を 数で 示すため | 天気を 調べるため | 鉄道を 作るため | 鎖国するため		
SOCIAL_6_U07	安土桃山時代	32	刀狩で 農民から 武器を 取り上げた ねらいは？	反乱を 防ぎ 農業に 専念させるため	反乱を 防ぎ 農業に 専念させるため | 貿易を 増やすため | 学校を 作るため | 船を 作るため		
SOCIAL_6_U07	安土桃山時代	33	兵農分離とは どんな こと？	武士と 農民の 身分を 分けること	武士と 農民の 身分を 分けること | 海と 山を 分けること | 寺と 神社を 分けること | 米と 麦を 分けること		
SOCIAL_6_U07	安土桃山時代	34	豊臣秀吉が 大阪に 築いた 城は？	大阪城	大阪城 | 江戸城 | 平城宮 | 金閣		
SOCIAL_6_U07	安土桃山時代	35	豊臣秀吉が キリスト教を 禁じる 命令を 出した 背景として 近い ものは？	支配に 影響すると 考えたから	支配に 影響すると 考えたから | 鉄道を 作るため | 年号を 変えるため | 米を ふやすため		
SOCIAL_6_U07	安土桃山時代	36	南蛮貿易で 交流した 相手として 近い ものは？	ポルトガルや スペイン	ポルトガルや スペイン | 明だけ | 朝鮮だけ | ロシアだけ		
SOCIAL_6_U07	安土桃山時代	37	南蛮貿易で 伝わった ものとして 正しい ものは？	キリスト教や 鉄砲	キリスト教や 鉄砲 | テレビや 車 | 国会や 内閣 | 新幹線		
SOCIAL_6_U07	安土桃山時代	38	フランシスコ・ザビエルが 日本に 伝えた ものは？	キリスト教	キリスト教 | 仏教 | 儒教だけ | 大日本帝国憲法		
SOCIAL_6_U07	安土桃山時代	39	桃山文化が 豪華で はでだった 背景として 近い ものは？	大名や 商人の 力が 強まったから	大名や 商人の 力が 強まったから | 人々が いなくなったから | 政治が なくなったから | 外国と 全く 交流しなかったから		
SOCIAL_6_U07	安土桃山時代	40	桃山文化を 代表する 絵として 近い ものは？	障壁画	障壁画 | 浮世絵 | 水墨画だけ | 新聞の 写真		
SOCIAL_6_U07	安土桃山時代	41	狩野永徳と 関係が 深い ものは？	豪華な 障壁画	豪華な 障壁画 | 普通選挙法 | 鎖国の 完成 | 明治憲法		
SOCIAL_6_U07	安土桃山時代	42	茶の湯を 大成した 人物として 知られる のは？	千利休	千利休 | 雪舟 | 聖徳太子 | ペリー		
SOCIAL_6_U07	安土桃山時代	43	安土桃山時代の 城に 見られる 特色は？	天守を もつ 大きな 城	天守を もつ 大きな 城 | たて穴住居 | 国会議事堂 | 工場だけ		
SOCIAL_6_U07	安土桃山時代	44	全国統一が 進んだ ことで 大名の 支配は どう なった？	統一した 権力の もとに 組みこまれた	統一した 権力の もとに 組みこまれた | 全員が 自由に 戦った | 大名が いなくなった | 外国が 直接 支配した		
SOCIAL_6_U07	安土桃山時代	45	安土桃山時代を 年表で 見る とき、前後の 時代として 正しい ものは？	室町時代と 江戸時代の 間	室町時代と 江戸時代の 間 | 奈良時代と 平安時代の 間 | 明治時代と 大正時代の 間 | 縄文時代と 弥生時代の 間		
SOCIAL_6_U07	安土桃山時代	46	織田信長と 豊臣秀吉に 共通する 特色は？	武力と 政策で 統一を 進めた	武力と 政策で 統一を 進めた | 国会を 開いた | 鎖国を 完成した | 憲法を 作った		
SOCIAL_6_U07	安土桃山時代	47	安土桃山時代の 政策を 学ぶ ときに 大切な 見方は？	全国を まとめる ための しくみか 考える	全国を まとめる ための しくみか 考える | 名前だけ 覚える | 地図を 見ない | 時代を 比べない		
SOCIAL_6_U07	安土桃山時代	48	太閤検地と 刀狩に 共通する ねらいは？	豊臣秀吉の 支配を 安定させること	豊臣秀吉の 支配を 安定させること | 外国へ 逃げること | 農業を やめること | 寺を 増やすこと		
SOCIAL_6_U07	安土桃山時代	49	安土桃山時代の まとめとして 正しい ものは？	戦国の 争いから 全国統一へ 進んだ	戦国の 争いから 全国統一へ 進んだ | 幕府が 鎖国を 完成した | 国会中心の 政治が 始まった | 米づくりが 初めて 始まった		
SOCIAL_6_U08	江戸時代	0	江戸幕府を 開いた 人は？	徳川家康	徳川家康 | 源頼朝 | 織田信長 | 明治天皇		
SOCIAL_6_U08	江戸時代	1	江戸幕府が 開かれた 年は？	1603年	1603年 | 1192年 | 1868年 | 710年		
SOCIAL_6_U08	江戸時代	2	江戸幕府が 大名を 統制する 制度を？	参勤交代	参勤交代 | 鎖国 | 刀狩 | 地租改正		
SOCIAL_6_U08	江戸時代	3	外国との 交流を きびしく 制限した 政策を？	鎖国	鎖国 | 南蛮貿易 | 文明開化 | 日明貿易		
SOCIAL_6_U08	江戸時代	4	鎖国の 中でも 貿易を 認められた 場所として 有名なのは？	長崎	長崎 | 京都 | 奈良 | 鎌倉		
SOCIAL_6_U08	江戸時代	5	江戸時代の 身分の しくみを？	士農工商	士農工商 | 平等社会 | 民主政治 | 国会制度		
SOCIAL_6_U08	江戸時代	6	江戸時代の 文化の 1つとして 正しい ものは？	元禄文化	元禄文化 | 天平文化 | 国風文化 | 東山文化		
SOCIAL_6_U08	江戸時代	7	浮世絵と 関係が 深い 時代は？	江戸時代	江戸時代 | 奈良時代 | 平安時代 | 明治時代		
SOCIAL_6_U08	江戸時代	8	江戸時代に 発達した 道として 正しい ものは？	街道	街道 | 高速道路 | 線路 | 空路		
SOCIAL_6_U08	江戸時代	9	開国を 求めて 日本に 来た 人物は？	ペリー	ペリー | ザビエル | マルコ・ポーロ | ナポレオン		
SOCIAL_6_U08	江戸時代	10	江戸時代を 学ぶ 理由として よい ものは？	長く 続いた 幕府政治を 知るため	長く 続いた 幕府政治を 知るため | 電流を 覚えるため | 工業を 学ぶため | 星座を 覚えるため		
SOCIAL_6_U08	江戸時代	11	江戸時代の 農民が 納めた 税として 近い ものは？	年貢	年貢 | 関税 | 法人税 | 消費税		
SOCIAL_6_U08	江戸時代	12	江戸時代の 改革として よく 学ぶ ものは？	享保の改革	享保の改革 | 明治維新 | 大化の改新 | 廃藩置県		
SOCIAL_6_U08	江戸時代	13	江戸時代の 町が 発展した 理由として 近い ものは？	商業が さかんに なったから	商業が さかんに なったから | 工場だけ だったから | テレビが あったから | 飛行機が あったから		
SOCIAL_6_U08	江戸時代	14	江戸時代の 特色として 正しい ものは？	平和な 時代が 長く 続いた	平和な 時代が 長く 続いた | 国会中心の 政治 | 工場中心の 社会 | 貴族中心の 政治		
SOCIAL_6_U08	江戸時代	15	江戸時代を 学ぶ と わかる こととして よい ものは？	政治や 文化が 近代へ つながる	政治や 文化が 近代へ つながる | 昔は 変化しない | 武士は いなかった | 国の きまりは なかった		
SOCIAL_6_U08	江戸時代	16	江戸時代の くらしを 知る 手がかりとして よい ものは？	浮世絵や 記録	浮世絵や 記録 | テレビ | ラジオ | パソコン		
SOCIAL_6_U08	江戸時代	17	江戸時代の 交通の 中心に なった 都市は？	江戸	江戸 | 奈良 | 平安京 | 鎌倉		
SOCIAL_6_U08	江戸時代	18	参勤交代の 目的として 近い ものは？	大名の 力を おさえるため	大名の 力を おさえるため | 貿易を ふやすため | 電気を つくるため | 山を 守るため		
SOCIAL_6_U08	江戸時代	19	江戸時代の 次に 始まる 近代の 時代は？	明治時代	明治時代 | 奈良時代 | 平安時代 | 昭和時代		
SOCIAL_6_U08	江戸時代	20	江戸幕府が 大名を 分けた 呼び名として 正しい ものは？	親藩・譜代・外様	親藩・譜代・外様 | 公家・町人・農民だけ | 士農工商・国会・内閣 | 縄文・弥生・古墳		
SOCIAL_6_U08	江戸時代	21	武家諸法度は だれを 取りしまる ための きまり？	大名	大名 | 町人だけ | 外国人だけ | 農民だけ		
SOCIAL_6_U08	江戸時代	22	江戸幕府が 大名に 城の 修理や 結婚を 勝手に させなかった 理由は？	大名の 力を おさえるため	大名の 力を おさえるため | 文化を 広げるため | 鉄道を 作るため | 国会を 開くため		
SOCIAL_6_U08	江戸時代	23	参勤交代で 大名が 江戸と 国元を 行き来した ことの えいきょうは？	街道や 宿場が 発達した	街道や 宿場が 発達した | 海が なくなった | 農業が 消えた | 外国人が 支配した		
SOCIAL_6_U08	江戸時代	24	江戸時代の 五街道の 起点として 知られる 場所は？	日本橋	日本橋 | 平城京 | 太宰府 | 金閣		
SOCIAL_6_U08	江戸時代	25	東海道が 結んだ 都市として 近い ものは？	江戸と 京都	江戸と 京都 | 奈良と 平安京 | 札幌と 那覇 | 鎌倉と 平泉		
SOCIAL_6_U08	江戸時代	26	江戸時代に 宿場町が 発達した 理由は？	旅人や 荷物の 行き来が 多かったから	旅人や 荷物の 行き来が 多かったから | 飛行機が 発達したから | 工場だけが あったから | 海が なくなったから		
SOCIAL_6_U08	江戸時代	27	江戸時代の 鎖国の もとで オランダとの 貿易を 行った 場所は？	出島	出島 | 安土城 | 平城宮 | 日本橋		
SOCIAL_6_U08	江戸時代	28	鎖国の もとで 中国との 貿易も 行われた 港は？	長崎	長崎 | 江戸 | 京都 | 鎌倉		
SOCIAL_6_U08	江戸時代	29	江戸時代に 朝鮮から 来日した 使節を 何という？	朝鮮通信使	朝鮮通信使 | 遣唐使 | 勘合船 | 黒船		
SOCIAL_6_U08	江戸時代	30	江戸時代に 琉球王国との 関係で 薩摩藩が かかわった ことから わかる ことは？	南の 地域とも つながりが あった	南の 地域とも つながりが あった | 外国と 全く 交流しなかった | 国会が 管理した | 明治政府が 支配した		
SOCIAL_6_U08	江戸時代	31	江戸時代に アイヌの 人々と 交易が あった 地域として 近い ものは？	蝦夷地	蝦夷地 | 奈良 | 京都 | 大阪		
SOCIAL_6_U08	江戸時代	32	江戸時代の 農民が 年貢を 納める 基本に なった 作物は？	米	米 | みかん | さとうきびだけ | じゃがいもだけ		
SOCIAL_6_U08	江戸時代	33	江戸時代に 新田開発が 進んだ 目的として 近い ものは？	米の 生産を ふやすため	米の 生産を ふやすため | 海を なくすため | 城を 壊すため | 選挙を するため		
SOCIAL_6_U08	江戸時代	34	江戸時代に 用水路が 整えられた ことは 何と 関係が 深い？	米づくり	米づくり | 鉄道 | 新聞 | 映画		
SOCIAL_6_U08	江戸時代	35	江戸時代に 商人が 力を もった 理由として 近い ものは？	商品や お金の 流れが 大きくなったから	商品や お金の 流れが 大きくなったから | 農業が 禁止されたから | 海が なくなったから | 国会が あったから		
SOCIAL_6_U08	江戸時代	36	江戸時代に 大阪が 「天下の台所」と 呼ばれた 理由は？	米や 物資が 集まったから	米や 物資が 集まったから | 天皇が 住んだから | 鎖国の 港だったから | 国会が あったから		
SOCIAL_6_U08	江戸時代	37	江戸時代に 寺子屋で 学んだ こととして 近い ものは？	読み書きや そろばん	読み書きや そろばん | 飛行機の 操縦 | 国会の 選挙 | テレビの 作り方		
SOCIAL_6_U08	江戸時代	38	江戸時代の 町人文化が 発達した 背景として 近い ものは？	町人の 生活が 豊かに なったから	町人の 生活が 豊かに なったから | 武士が いなくなったから | 農業が なくなったから | 外国が 支配したから		
SOCIAL_6_U08	江戸時代	39	元禄文化の 中心地として 近い ものは？	上方	上方 | 蝦夷地 | 鎌倉 | 平泉		
SOCIAL_6_U08	江戸時代	40	化政文化の 中心地として 近い ものは？	江戸	江戸 | 奈良 | 平城京 | 太宰府		
SOCIAL_6_U08	江戸時代	41	松尾芭蕉と 関係が 深い 文芸は？	俳諧	俳諧 | 能 | 歌舞伎だけ | 新聞小説		
SOCIAL_6_U08	江戸時代	42	近松門左衛門と 関係が 深い ものは？	人形浄瑠璃	人形浄瑠璃 | 国会演説 | 鎖国の 命令 | 太閤検地		
SOCIAL_6_U08	江戸時代	43	歌舞伎が 発達した 時代として 正しい ものは？	江戸時代	江戸時代 | 縄文時代 | 奈良時代 | 明治時代		
SOCIAL_6_U08	江戸時代	44	浮世絵が 人々に 広まった 理由として 近い ものは？	版画で 多く 作れたから	版画で 多く 作れたから | テレビで 放送したから | 国会で 配ったから | 寺だけに 置いたから		
SOCIAL_6_U08	江戸時代	45	享保の改革を 行った 将軍として 知られる のは？	徳川吉宗	徳川吉宗 | 徳川家康 | 足利義満 | 源頼朝		
SOCIAL_6_U08	江戸時代	46	江戸時代の 改革が 行われた 理由として 近い ものは？	幕府の 財政を 立て直すため	幕府の 財政を 立て直すため | 鎖国を 始めるためだけ | 国会を 開くため | 鉄道を 作るため		
SOCIAL_6_U08	江戸時代	47	ペリーが 来航した 年として 学ぶ ことが 多い のは？	1853年	1853年 | 1603年 | 1192年 | 710年		
SOCIAL_6_U08	江戸時代	48	ペリーの 来航後に 日本が 結んだ 条約として 知られる のは？	日米和親条約	日米和親条約 | 日明貿易 | 普通選挙法 | 御成敗式目		
SOCIAL_6_U08	江戸時代	49	江戸時代の 終わりに 幕府への 不満が 高まった 背景として 近い ものは？	外国の 接近や 政治の 混乱	外国の 接近や 政治の 混乱 | 米づくりの 始まり | 奈良の 大仏づくり | 国会の 成立		
SOCIAL_6_U09	明治時代	0	明治時代の はじまりに 起きた 大きな 変化を？	明治維新	明治維新 | 鎖国 | 参勤交代 | 元寇		
SOCIAL_6_U09	明治時代	1	藩を なくして 県に した 政策を？	廃藩置県	廃藩置県 | 地租改正 | 刀狩 | 鎖国		
SOCIAL_6_U09	明治時代	2	土地の 税を お金で 納める 政策を？	地租改正	地租改正 | 廃藩置県 | 学制 | 徴兵令		
SOCIAL_6_U09	明治時代	3	兵役の 義務を 定めた 法令を？	徴兵令	徴兵令 | 学制 | 廃刀令 | 五箇条の御誓文		
SOCIAL_6_U09	明治時代	4	学校制度を 整えた ものは？	学制	学制 | 御成敗式目 | 武家諸法度 | 普通選挙法		
SOCIAL_6_U09	明治時代	5	西洋の 文化を 取り入れる 動きを？	文明開化	文明開化 | 鎖国 | 参勤交代 | 楽市楽座		
SOCIAL_6_U09	明治時代	6	明治時代に つくられた 憲法は？	大日本帝国憲法	大日本帝国憲法 | 日本国憲法 | ワイマール憲法 | 十七条の憲法		
SOCIAL_6_U09	明治時代	7	明治時代に 開かれた ものは？	国会	国会 | 幕府 | 藩 | 城下町		
SOCIAL_6_U09	明治時代	8	明治時代に 発達した 産業として 近い ものは？	製糸業	製糸業 | インターネット産業 | 宇宙開発 | 自動車工業だけ		
SOCIAL_6_U09	明治時代	9	明治時代の 目標として よく 学ぶ ものは？	富国強兵	富国強兵 | 鎖国 | 士農工商 | 参勤交代		
SOCIAL_6_U09	明治時代	10	明治時代を 学ぶ 理由として よい ものは？	近代国家へ 変わる 流れを 知るため	近代国家へ 変わる 流れを 知るため | 電流を 覚えるため | 昆虫を 観察するため | 音を はかるため		
SOCIAL_6_U09	明治時代	11	鹿鳴館が 象徴する 動きとして 近い ものは？	欧化政策	欧化政策 | 鎖国 | 農業改革 | 武家政治		
SOCIAL_6_U09	明治時代	12	西南戦争と 関係が 深い 人物は？	西郷隆盛	西郷隆盛 | 徳川家康 | 源頼朝 | 聖武天皇		
SOCIAL_6_U09	明治時代	13	明治時代の 特色として 正しい ものは？	近代化が 急速に 進む	近代化が 急速に 進む | 鎖国が 強まる | 貴族政治に もどる | 工場が なくなる		
SOCIAL_6_U09	明治時代	14	明治時代に くらしが 変わった 例として 正しい ものは？	鉄道が 広がる	鉄道が 広がる | たて穴住居に もどる | 刀だけで くらす | 海が なくなる		
SOCIAL_6_U09	明治時代	15	不平等条約の 改正に 努めた 理由として 近い ものは？	外国と 対等に なるため	外国と 対等に なるため | 鎖国に もどすため | 山を 守るため | 月を 見るため		
SOCIAL_6_U09	明治時代	16	明治時代を 学ぶ と わかる こととして よい ものは？	日本が 近代国家へ 進んだ	日本が 近代国家へ 進んだ | 昔は 変化が ない | 国会は 関係ない | 産業は 関係ない		
SOCIAL_6_U09	明治時代	17	五箇条の御誓文が 示す ものとして 近い ものは？	新しい 政府の 方針	新しい 政府の 方針 | 武士の ルール | 国会の 法律 | 学校の きまり		
SOCIAL_6_U09	明治時代	18	明治時代の 近代化を 知る 手がかりとして よい ものは？	写真や 記録	写真や 記録 | テレビだけ | インターネットだけ | ゲームだけ		
SOCIAL_6_U09	明治時代	19	明治時代の 次に つづく 時代は？	大正時代	大正時代 | 奈良時代 | 平安時代 | 室町時代		
SOCIAL_6_U09	明治時代	20	大政奉還で 政治の 権力を 朝廷に 返した 人物は？	徳川慶喜	徳川慶喜 | 徳川家康 | 足利尊氏 | 源頼朝		
SOCIAL_6_U09	明治時代	21	王政復古の大号令が 出された 目的として 近い ものは？	天皇中心の 新政府を 作るため	天皇中心の 新政府を 作るため | 幕府を 強くするため | 鎖国を 続けるため | 戦国時代に もどすため		
